Crime_ID,Crime_Type,Latitude,Longitude,Date,Time,Risk_Level,District_Code
MHCRIME007327,Assault,16.552737,75.420334,2024-05-30,22:08,Very High,D11
MHCRIME007328,Harassment,21.445516,78.509606,2023-04-13,16:12,High,D05
MHCRIME007329,Burglary,19.258811,75.32878,2023-01-16,20:47,High,D35
MHCRIME007330,Cyber Crime,18.11413,77.33083,2023-09-24,13:40,Low,D36
MHCRIME007331,Cyber Crime,20.10391,76.241382,2024-02-20,07:38,Very High,D17
MHCRIME007332,Murder,20.978042,80.771912,2024-01-25,13:47,High,D31
MHCRIME007333,Burglary,18.550396,75.053257,2022-12-27,08:01,High,D29
MHCRIME007334,Theft,19.849555,79.481301,2024-05-02,19:52,Very High,D09
MHCRIME007335,Fraud,21.74081,76.650149,2025-01-10,02:27,High,D25
MHCRIME007336,Fraud,21.05418,80.604813,2022-04-25,21:24,Very High,D06
MHCRIME007337,Burglary,19.852943,73.819428,2023-11-12,16:48,Low,D30
MHCRIME007338,Robbery,21.49399,77.833309,2023-03-13,10:03,Low,D03
MHCRIME007339,Burglary,16.620092,74.156371,2025-04-05,19:03,High,D29
MHCRIME007340,Fraud,18.963447,78.510616,2023-10-20,19:20,High,D19
MHCRIME007341,Murder,17.113418,73.049821,2024-04-29,22:35,High,D09
MHCRIME007342,Vehicle Theft,20.948179,77.29213,2022-07-04,08:02,Medium,D17
MHCRIME007343,Theft,20.244101,80.660574,2023-06-19,00:19,Medium,D24
MHCRIME007344,Cyber Crime,16.970585,75.992568,2022-07-08,10:00,Very High,D09
MHCRIME007345,Theft,17.781464,80.563161,2024-03-15,09:52,Medium,D05
MHCRIME007346,Fraud,18.439591,78.438278,2022-06-01,07:55,Low,D16
MHCRIME007347,Kidnapping,21.829687,77.277998,2023-07-15,21:40,Medium,D02
MHCRIME007348,Kidnapping,19.700809,73.191627,2022-01-27,19:55,Very High,D06
MHCRIME007349,Kidnapping,20.233047,77.815878,2023-05-20,12:46,Low,D02
MHCRIME007350,Vehicle Theft,18.712122,79.559718,2024-01-02,05:14,Low,D16
MHCRIME007351,Robbery,16.748022,76.308492,2022-11-22,11:49,Low,D34
MHCRIME007352,Burglary,17.063506,72.869242,2024-11-02,06:58,High,D08
MHCRIME007353,Fraud,17.931706,74.038883,2023-01-11,10:46,High,D06
MHCRIME007354,Fraud,19.367422,80.861344,2025-01-07,18:24,High,D17
MHCRIME007355,Fraud,16.391753,76.454811,2022-04-15,12:45,Medium,D10
MHCRIME007356,Vehicle Theft,19.251453,74.049735,2023-04-29,02:30,Very High,D11
MHCRIME007357,Murder,18.950283,76.994554,2025-06-27,02:49,High,D17
MHCRIME007358,Kidnapping,18.475849,76.374171,2024-12-10,05:19,High,D07
MHCRIME007359,Burglary,18.709017,80.063801,2024-01-14,21:30,Low,D18
MHCRIME007360,Theft,17.193111,75.188145,2024-04-14,20:26,Very High,D04
MHCRIME007361,Assault,21.237452,73.316207,2023-06-17,21:05,Very High,D10
MHCRIME007362,Fraud,21.14274,76.228335,2024-07-10,10:12,High,D07
MHCRIME007363,Harassment,19.445701,78.031272,2023-06-12,08:03,Medium,D11
MHCRIME007364,Robbery,21.043785,78.339165,2023-02-25,13:29,Low,D12
MHCRIME007365,Vehicle Theft,21.411821,77.118622,2024-03-22,20:17,Medium,D33
MHCRIME007366,Cyber Crime,21.598368,79.945355,2024-08-22,14:28,Low,D05
MHCRIME007367,Theft,19.079137,76.905141,2024-05-19,18:05,Medium,D32
MHCRIME007368,Fraud,17.819797,75.935119,2023-11-07,21:41,High,D30
MHCRIME007369,Theft,16.123244,78.75419,2023-04-05,21:28,High,D24
MHCRIME007370,Kidnapping,19.986189,78.2028,2023-11-21,02:52,High,D21
MHCRIME007371,Robbery,18.665173,79.960656,2024-10-02,05:26,Low,D34
MHCRIME007372,Fraud,16.103262,80.802835,2024-03-09,16:03,Low,D11
MHCRIME007373,Vehicle Theft,17.671885,79.38395,2023-08-08,23:08,Very High,D33
MHCRIME007374,Robbery,20.23179,75.734787,2024-01-08,06:39,Medium,D27
MHCRIME007375,Fraud,19.520755,74.234898,2023-06-22,21:19,Low,D05
MHCRIME007376,Theft,18.350211,75.524387,2022-05-30,22:57,Medium,D32
MHCRIME007377,Assault,18.165257,80.797634,2023-10-12,05:06,High,D17
MHCRIME007378,Burglary,21.610544,72.710138,2023-11-02,02:28,Very High,D04
MHCRIME007379,Murder,16.438086,74.035826,2022-02-16,12:00,Low,D02
MHCRIME007380,Assault,19.527076,73.719054,2024-10-26,06:57,High,D17
MHCRIME007381,Kidnapping,19.612142,77.44454,2023-06-09,11:26,High,D07
MHCRIME007382,Theft,17.946738,74.176071,2022-11-16,06:09,Medium,D26
MHCRIME007383,Cyber Crime,19.22448,79.750803,2025-02-26,00:04,Low,D17
MHCRIME007384,Burglary,16.229755,74.25335,2025-04-06,07:50,Low,D36
MHCRIME007385,Vehicle Theft,20.41317,73.560327,2025-07-29,01:55,Very High,D01
MHCRIME007386,Robbery,16.203835,78.190767,2022-05-15,14:02,Low,D29
MHCRIME007387,Cyber Crime,16.274964,76.68062,2022-04-03,13:55,Low,D36
MHCRIME007388,Robbery,18.506613,79.102025,2024-10-05,19:26,Very High,D07
MHCRIME007389,Burglary,21.491309,75.533574,2023-12-02,03:59,High,D10
MHCRIME007390,Robbery,16.633883,80.627731,2023-07-07,13:09,High,D10
MHCRIME007391,Fraud,20.515004,74.536621,2023-11-17,00:28,Very High,D04
MHCRIME007392,Harassment,19.488672,80.838757,2024-09-20,09:06,Low,D19
MHCRIME007393,Murder,19.132114,76.302887,2022-10-24,14:17,Very High,D15
MHCRIME007394,Theft,16.266603,77.626275,2024-04-23,20:38,Very High,D10
MHCRIME007395,Fraud,20.13475,73.207521,2022-12-08,06:01,Very High,D17
MHCRIME007396,Vehicle Theft,18.990552,73.681993,2023-04-20,02:10,High,D11
MHCRIME007397,Theft,21.897882,79.563923,2022-11-14,05:12,Medium,D03
MHCRIME007398,Burglary,18.287521,80.290065,2025-12-08,18:39,Low,D17
MHCRIME007399,Fraud,19.454845,77.92009,2022-03-30,10:19,Very High,D32
MHCRIME007400,Burglary,21.021618,77.94463,2022-02-18,13:07,Low,D01
MHCRIME007401,Vehicle Theft,17.020658,78.838703,2022-11-25,15:22,High,D25
MHCRIME007402,Kidnapping,20.732057,73.848854,2024-06-14,02:42,Very High,D07
MHCRIME007403,Murder,18.474936,79.912789,2023-03-25,12:19,Medium,D24
MHCRIME007404,Kidnapping,18.164709,74.777177,2022-07-26,21:07,High,D14
MHCRIME007405,Kidnapping,19.573147,78.229718,2022-10-08,00:28,Low,D07
MHCRIME007406,Murder,21.047525,78.546778,2023-08-14,20:05,Medium,D18
MHCRIME007407,Harassment,16.328612,78.838965,2024-09-18,20:02,Medium,D31
MHCRIME007408,Harassment,19.722979,74.13582,2023-11-08,09:58,Very High,D05
MHCRIME007409,Burglary,20.631897,80.251788,2025-04-24,23:56,High,D06
MHCRIME007410,Robbery,20.886582,77.293755,2023-02-12,09:32,Low,D29
MHCRIME007411,Robbery,16.544555,75.241933,2025-05-28,06:48,Medium,D08
MHCRIME007412,Kidnapping,21.200591,76.219011,2022-08-30,05:58,Low,D10
MHCRIME007413,Burglary,19.533384,74.791013,2023-07-15,22:05,Very High,D11
MHCRIME007414,Murder,17.081155,79.999768,2024-03-23,11:53,High,D22
MHCRIME007415,Theft,20.444866,74.650467,2024-06-21,17:59,High,D29
MHCRIME007416,Harassment,18.607041,79.854737,2022-04-18,08:25,High,D17
MHCRIME007417,Harassment,19.309366,79.832277,2024-09-05,12:18,Medium,D07
MHCRIME007418,Theft,17.202945,75.795794,2024-09-17,18:07,High,D07
MHCRIME007419,Theft,16.749213,75.607626,2025-01-20,15:40,Low,D26
MHCRIME007420,Burglary,19.16708,78.079662,2023-11-14,11:45,Very High,D19
MHCRIME007421,Cyber Crime,19.988975,72.785447,2023-12-17,12:27,Low,D20
MHCRIME007422,Fraud,17.945261,79.391538,2023-07-31,09:56,Medium,D15
MHCRIME007423,Robbery,20.687417,79.097292,2022-06-06,15:32,High,D05
MHCRIME007424,Burglary,17.487916,79.754538,2022-01-02,23:21,High,D32
MHCRIME007425,Fraud,17.139076,78.001038,2022-07-21,00:39,High,D31
MHCRIME007426,Robbery,21.029606,75.813265,2025-06-30,08:26,High,D24
MHCRIME007427,Burglary,16.806409,77.621494,2022-08-31,09:01,Low,D18
MHCRIME007428,Harassment,20.573547,77.870379,2022-09-01,23:54,Medium,D29
MHCRIME007429,Fraud,19.144047,77.454518,2024-01-15,09:06,Very High,D30
MHCRIME007430,Harassment,16.234556,73.686586,2024-05-13,07:32,Very High,D36
MHCRIME007431,Cyber Crime,16.437555,72.985917,2025-03-09,22:35,High,D17
MHCRIME007432,Robbery,18.432482,80.72608,2025-10-04,09:15,Very High,D06
MHCRIME007433,Theft,15.803008,76.781408,2023-06-11,20:58,Medium,D04
MHCRIME007434,Theft,21.490749,78.75775,2024-02-11,07:02,Very High,D27
MHCRIME007435,Burglary,20.960321,78.127411,2025-04-21,15:58,High,D08
MHCRIME007436,Fraud,18.355743,73.791191,2025-03-11,20:39,Very High,D25
MHCRIME007437,Theft,18.207807,78.34437,2023-07-23,17:35,Medium,D36
MHCRIME007438,Fraud,19.922086,78.204716,2023-06-19,16:25,High,D13
MHCRIME007439,Fraud,17.407351,74.514483,2023-02-21,08:47,Very High,D26
MHCRIME007440,Assault,19.391938,74.551029,2024-08-16,12:59,Very High,D14
MHCRIME007441,Cyber Crime,20.763617,77.936159,2022-01-03,04:37,High,D09
MHCRIME007442,Fraud,19.217312,78.444319,2025-01-25,04:27,Very High,D25
MHCRIME007443,Vehicle Theft,19.437645,75.732864,2025-11-09,14:37,High,D33
MHCRIME007444,Robbery,17.207678,75.173118,2022-11-22,03:44,Very High,D33
MHCRIME007445,Cyber Crime,20.863098,78.563503,2025-07-06,18:48,Low,D33
MHCRIME007446,Murder,17.574808,75.796355,2024-05-18,08:46,Very High,D18
MHCRIME007447,Burglary,16.352141,79.129413,2022-06-12,21:46,Medium,D02
MHCRIME007448,Kidnapping,21.987211,76.955177,2024-03-03,21:21,Medium,D04
MHCRIME007449,Burglary,21.272894,73.382696,2024-10-31,03:39,Medium,D08
MHCRIME007450,Theft,16.638712,74.647126,2022-03-19,01:34,Low,D24
MHCRIME007451,Cyber Crime,19.468181,78.104982,2024-01-04,04:19,Medium,D22
MHCRIME007452,Robbery,20.983543,75.512393,2023-05-21,07:46,Low,D27
MHCRIME007453,Murder,19.863017,73.197161,2024-05-30,13:29,Low,D06
MHCRIME007454,Burglary,20.544106,80.600836,2024-11-18,22:08,Medium,D06
MHCRIME007455,Burglary,20.613391,77.631615,2024-11-01,05:32,High,D09
MHCRIME007456,Vehicle Theft,19.931784,74.543217,2023-01-25,03:47,Low,D17
MHCRIME007457,Fraud,21.559279,73.391567,2025-04-09,00:24,Medium,D30
MHCRIME007458,Vehicle Theft,17.275212,79.019766,2024-11-21,07:19,Medium,D06
MHCRIME007459,Kidnapping,17.105458,79.29742,2025-04-02,22:49,High,D02
MHCRIME007460,Vehicle Theft,21.228104,79.701456,2023-02-27,14:00,High,D04
MHCRIME007461,Fraud,16.841177,72.676165,2024-06-14,13:06,Very High,D30
MHCRIME007462,Fraud,18.415281,75.068355,2023-06-08,01:49,Medium,D17
MHCRIME007463,Kidnapping,16.772042,79.986928,2024-09-23,02:03,Low,D25
MHCRIME007464,Vehicle Theft,22.064934,75.377414,2025-01-28,21:03,High,D22
MHCRIME007465,Fraud,21.25348,74.582428,2024-10-29,19:11,Very High,D04
MHCRIME007466,Cyber Crime,20.935699,75.036951,2023-01-05,21:30,Low,D33
MHCRIME007467,Cyber Crime,18.545861,74.856033,2024-05-06,09:26,Very High,D05
MHCRIME007468,Assault,18.661527,77.830893,2024-04-08,15:13,Medium,D08
MHCRIME007469,Murder,21.4784,74.002786,2023-10-29,19:49,Medium,D02
MHCRIME007470,Kidnapping,17.806127,76.613607,2024-12-07,22:12,High,D18
MHCRIME007471,Kidnapping,21.175608,72.991067,2022-12-15,12:45,High,D25
MHCRIME007472,Murder,18.034515,74.739615,2023-10-23,14:44,Medium,D20
MHCRIME007473,Cyber Crime,16.819914,75.369095,2022-04-26,14:47,Low,D22
MHCRIME007474,Murder,17.591378,77.907992,2025-11-12,20:36,Very High,D20
MHCRIME007475,Harassment,17.847298,80.844473,2023-04-20,23:58,High,D14
MHCRIME007476,Harassment,16.984095,75.560061,2025-05-22,15:02,High,D06
MHCRIME007477,Murder,21.111528,74.495855,2025-03-18,01:24,Medium,D05
MHCRIME007478,Robbery,18.558217,73.231794,2023-03-07,05:54,High,D33
MHCRIME007479,Assault,18.219255,76.350222,2025-12-21,11:05,Very High,D17
MHCRIME007480,Cyber Crime,21.560076,73.829835,2022-08-20,21:21,High,D24
MHCRIME007481,Cyber Crime,16.527281,76.691692,2023-09-06,15:00,Very High,D34
MHCRIME007482,Kidnapping,15.747746,79.053777,2025-01-05,00:15,Very High,D14
MHCRIME007483,Murder,18.220237,76.101586,2025-11-24,01:10,High,D03
MHCRIME007484,Theft,20.954263,77.488288,2024-07-17,14:13,High,D07
MHCRIME007485,Burglary,21.267115,78.346935,2022-10-27,17:05,Low,D29
MHCRIME007486,Assault,19.474234,76.065684,2022-09-29,21:57,Low,D32
MHCRIME007487,Theft,19.76436,75.870275,2022-05-25,14:12,Very High,D10
MHCRIME007488,Harassment,17.763991,78.129652,2022-04-03,08:00,High,D15
MHCRIME007489,Murder,18.452431,73.460197,2022-06-03,17:06,Low,D26
MHCRIME007490,Theft,21.33406,80.35628,2022-11-04,06:57,Medium,D05
MHCRIME007491,Theft,16.807554,72.780404,2022-05-26,22:51,High,D35
MHCRIME007492,Harassment,21.047641,80.063546,2022-08-13,16:13,Low,D36
MHCRIME007493,Cyber Crime,19.670763,79.124568,2024-08-04,19:29,Low,D20
MHCRIME007494,Murder,16.52332,73.597538,2023-01-23,13:22,Low,D27
MHCRIME007495,Kidnapping,20.986597,74.770301,2024-12-17,18:05,Low,D11
MHCRIME007496,Vehicle Theft,21.750938,73.147277,2024-12-07,23:12,High,D16
MHCRIME007497,Assault,21.772234,77.283038,2025-12-10,10:41,Very High,D07
MHCRIME007498,Assault,20.147028,75.065801,2024-07-10,11:28,Medium,D07
MHCRIME007499,Burglary,18.777764,74.515762,2023-09-10,18:18,Very High,D20
MHCRIME007500,Cyber Crime,15.943292,74.36719,2025-11-16,22:45,Very High,D28
MHCRIME007501,Vehicle Theft,16.58051,80.808611,2025-04-27,22:16,Low,D06
MHCRIME007502,Assault,21.580568,78.30222,2025-03-22,09:40,Low,D10
MHCRIME007503,Burglary,17.932348,75.216341,2022-10-29,14:48,Low,D05
MHCRIME007504,Fraud,16.672854,77.571309,2025-07-03,11:11,Medium,D26
MHCRIME007505,Fraud,16.513333,74.627566,2022-01-16,23:52,Medium,D32
MHCRIME007506,Assault,17.90945,74.182329,2022-08-14,05:06,Medium,D36
MHCRIME007507,Fraud,21.459298,77.391824,2024-08-31,19:52,Very High,D32
MHCRIME007508,Harassment,21.661094,77.087081,2023-12-14,05:32,Very High,D36
MHCRIME007509,Harassment,21.99892,74.529306,2023-06-14,03:24,Very High,D31
MHCRIME007510,Fraud,20.084673,79.148352,2024-11-17,20:32,Medium,D35
MHCRIME007511,Vehicle Theft,19.460842,73.410561,2025-02-04,12:33,High,D32
MHCRIME007512,Cyber Crime,20.411115,79.566737,2024-05-25,05:51,Medium,D25
MHCRIME007513,Assault,17.190783,77.229249,2022-06-14,09:22,Low,D11
MHCRIME007514,Harassment,16.676775,75.975175,2025-01-27,13:39,Medium,D06
MHCRIME007515,Burglary,18.491633,77.061789,2025-05-03,23:14,Low,D33
MHCRIME007516,Murder,18.607727,80.362368,2023-05-30,09:30,Very High,D04
MHCRIME007517,Theft,19.206074,75.5821,2023-05-26,15:22,High,D28
MHCRIME007518,Murder,16.456317,76.25038,2024-12-13,19:11,Medium,D13
MHCRIME007519,Fraud,18.05164,73.619707,2025-06-15,23:57,Medium,D29
MHCRIME007520,Cyber Crime,15.823411,74.611051,2025-03-30,08:46,Low,D21
MHCRIME007521,Cyber Crime,21.718317,73.668723,2024-08-22,13:30,Low,D05
MHCRIME007522,Cyber Crime,20.772756,77.1287,2025-04-07,15:49,Low,D05
MHCRIME007523,Assault,17.323884,74.647193,2025-10-12,19:43,Medium,D33
MHCRIME007524,Cyber Crime,19.480193,80.34713,2022-10-02,15:54,High,D18
MHCRIME007525,Fraud,17.128479,77.412088,2023-03-02,09:52,Very High,D07
MHCRIME007526,Robbery,18.42034,75.539383,2024-06-26,19:42,Medium,D24
MHCRIME007527,Burglary,16.381101,78.047116,2024-07-11,06:37,Medium,D34
MHCRIME007528,Robbery,20.539608,77.271851,2025-02-28,20:14,Medium,D33
MHCRIME007529,Burglary,20.516084,78.216854,2023-11-08,17:51,Medium,D33
MHCRIME007530,Kidnapping,18.536242,75.824466,2024-09-03,02:21,High,D27
MHCRIME007531,Vehicle Theft,21.308302,80.522079,2024-11-17,14:39,Low,D23
MHCRIME007532,Assault,15.70615,78.940634,2025-09-30,13:54,Medium,D24
MHCRIME007533,Fraud,16.91181,76.744956,2025-07-24,13:07,Low,D30
MHCRIME007534,Burglary,20.413366,79.172825,2024-02-20,01:20,Medium,D08
MHCRIME007535,Murder,18.265241,77.503078,2024-01-18,13:10,High,D19
MHCRIME007536,Theft,15.812669,80.529602,2023-05-03,21:54,High,D27
MHCRIME007537,Kidnapping,19.292496,79.018982,2022-08-08,20:11,Medium,D24
MHCRIME007538,Burglary,20.027521,74.570283,2022-05-18,04:01,Low,D30
MHCRIME007539,Fraud,16.574252,77.597866,2024-03-14,07:05,Medium,D15
MHCRIME007540,Burglary,21.673108,74.83087,2022-12-27,20:11,High,D26
MHCRIME007541,Vehicle Theft,16.294953,74.300604,2022-10-16,14:01,Medium,D36
MHCRIME007542,Harassment,18.965811,75.383002,2022-07-14,02:41,Medium,D31
MHCRIME007543,Robbery,19.444432,77.585294,2024-11-14,13:46,High,D32
MHCRIME007544,Kidnapping,18.086442,74.942526,2023-02-12,05:19,High,D31
MHCRIME007545,Theft,20.455452,72.943903,2025-12-14,11:08,High,D29
MHCRIME007546,Murder,16.128494,77.527001,2025-10-23,14:57,High,D23
MHCRIME007547,Robbery,20.820141,74.009286,2022-12-15,04:59,Low,D24
MHCRIME007548,Murder,21.071432,74.450894,2023-03-01,19:52,Medium,D05
MHCRIME007549,Kidnapping,15.854247,76.173686,2025-07-05,17:11,Very High,D02
MHCRIME007550,Kidnapping,19.904774,77.963275,2022-03-24,12:03,High,D05
MHCRIME007551,Kidnapping,17.606414,78.817276,2025-06-14,09:48,Very High,D05
MHCRIME007552,Assault,20.438266,79.767555,2024-06-10,18:58,High,D08
MHCRIME007553,Cyber Crime,21.185475,73.245171,2024-04-28,13:19,Very High,D06
MHCRIME007554,Robbery,20.842619,78.938501,2024-06-17,16:32,Very High,D19
MHCRIME007555,Cyber Crime,16.8763,73.806358,2025-07-08,10:25,Very High,D28
MHCRIME007556,Fraud,16.077476,74.979688,2024-06-30,11:12,Medium,D07
MHCRIME007557,Cyber Crime,17.690974,79.03829,2023-12-10,11:05,High,D02
MHCRIME007558,Harassment,17.601101,78.201704,2025-08-13,10:32,Low,D32
MHCRIME007559,Theft,17.365714,77.896035,2023-06-16,22:00,Low,D22
MHCRIME007560,Assault,17.807127,79.384952,2022-06-19,03:40,Very High,D26
MHCRIME007561,Harassment,16.093454,73.955174,2024-03-26,14:36,High,D22
MHCRIME007562,Cyber Crime,17.422489,72.904099,2022-03-20,12:01,Very High,D20
MHCRIME007563,Harassment,19.481066,80.446097,2022-03-16,16:40,High,D29
MHCRIME007564,Cyber Crime,19.406026,75.927384,2025-06-02,12:11,Medium,D19
MHCRIME007565,Murder,20.951829,74.765109,2023-01-22,07:33,Very High,D28
MHCRIME007566,Kidnapping,16.446498,75.113285,2024-01-28,11:58,Medium,D26
MHCRIME007567,Burglary,18.027497,78.087634,2023-02-13,11:40,Medium,D31
MHCRIME007568,Vehicle Theft,16.975471,74.600263,2023-08-11,10:56,Low,D10
MHCRIME007569,Vehicle Theft,17.192445,74.232931,2024-07-31,01:21,Very High,D32
MHCRIME007570,Theft,19.984024,74.050161,2023-10-24,21:33,High,D19
MHCRIME007571,Assault,21.258968,76.617513,2025-03-01,15:58,Very High,D08
MHCRIME007572,Burglary,20.404204,75.522882,2025-12-07,17:26,Low,D10
MHCRIME007573,Fraud,19.130254,75.204787,2022-09-29,00:32,Very High,D30
MHCRIME007574,Burglary,16.328012,74.321069,2025-12-25,14:04,Medium,D05
MHCRIME007575,Cyber Crime,21.316963,75.730566,2025-05-02,16:20,High,D34
MHCRIME007576,Kidnapping,17.415023,78.956945,2022-02-03,17:55,Medium,D19
MHCRIME007577,Cyber Crime,19.390799,75.014469,2025-01-27,05:12,Low,D17
MHCRIME007578,Assault,15.812528,79.826198,2023-02-14,18:01,High,D08
MHCRIME007579,Theft,21.638933,78.577095,2025-11-06,08:24,Low,D28
MHCRIME007580,Robbery,21.908437,76.454599,2022-05-16,20:01,Very High,D19
MHCRIME007581,Murder,15.925721,74.241067,2025-09-08,09:47,High,D19
MHCRIME007582,Murder,21.330777,77.72912,2024-02-19,05:53,High,D34
MHCRIME007583,Assault,19.597283,73.977119,2024-04-18,07:36,Low,D02
MHCRIME007584,Robbery,16.134589,80.459923,2022-09-19,09:06,Medium,D22
MHCRIME007585,Vehicle Theft,19.116028,73.866434,2022-12-30,23:56,Very High,D16
MHCRIME007586,Harassment,19.638426,76.477335,2024-07-14,19:50,Medium,D35
MHCRIME007587,Murder,17.566278,77.413964,2023-02-24,17:22,Low,D02
MHCRIME007588,Assault,18.120503,73.820092,2025-06-28,11:38,Low,D04
MHCRIME007589,Murder,21.620818,77.498158,2025-04-28,03:59,High,D03
MHCRIME007590,Assault,15.64619,78.776478,2025-08-22,03:11,Medium,D02
MHCRIME007591,Cyber Crime,18.35738,80.776602,2024-05-27,11:56,Low,D26
MHCRIME007592,Assault,21.163881,79.654242,2025-10-16,10:28,Low,D33
MHCRIME007593,Murder,18.952101,73.880359,2023-05-07,15:05,Very High,D08
MHCRIME007594,Vehicle Theft,15.696619,76.415219,2023-03-10,09:48,High,D10
MHCRIME007595,Theft,20.650702,74.410772,2023-11-14,14:39,Medium,D32
MHCRIME007596,Burglary,21.58059,80.155631,2023-06-06,18:51,Medium,D03
MHCRIME007597,Assault,18.910921,77.704924,2024-03-07,00:00,Medium,D08
MHCRIME007598,Assault,21.47502,75.944738,2024-09-26,02:06,Low,D09
MHCRIME007599,Cyber Crime,18.31737,77.066416,2024-02-03,05:05,Low,D15
MHCRIME007600,Assault,16.862484,77.428853,2023-11-18,07:04,Low,D27
MHCRIME007601,Cyber Crime,16.161954,79.766162,2024-11-07,10:28,Medium,D35
MHCRIME007602,Theft,19.171118,79.489094,2025-04-28,14:37,High,D11
MHCRIME007603,Burglary,20.470506,77.69825,2025-09-09,17:44,High,D11
MHCRIME007604,Burglary,16.503116,80.512408,2022-08-21,17:18,Very High,D11
MHCRIME007605,Murder,16.76416,77.803455,2025-12-14,13:20,Very High,D25
MHCRIME007606,Kidnapping,20.418919,76.817369,2025-09-20,04:09,Very High,D22
MHCRIME007607,Kidnapping,20.472983,77.531764,2022-01-14,08:34,High,D20
MHCRIME007608,Murder,20.592122,72.808049,2024-10-02,00:35,High,D20
MHCRIME007609,Robbery,17.169081,73.077413,2024-10-25,10:03,High,D35
MHCRIME007610,Assault,21.920806,76.709885,2024-04-01,15:50,Very High,D20
MHCRIME007611,Theft,21.637356,76.317377,2025-06-19,16:36,High,D31
MHCRIME007612,Vehicle Theft,21.599094,80.075826,2024-02-10,01:21,Very High,D04
MHCRIME007613,Harassment,15.741555,77.075034,2023-01-15,17:25,Very High,D30
MHCRIME007614,Robbery,22.023142,77.626467,2022-02-28,01:32,Very High,D33
MHCRIME007615,Burglary,18.990512,74.82024,2023-11-19,04:25,Medium,D35
MHCRIME007616,Murder,16.894648,79.119377,2025-07-23,18:10,Very High,D09
MHCRIME007617,Theft,15.799449,79.950166,2023-04-18,18:48,Low,D28
MHCRIME007618,Fraud,20.064385,74.859442,2025-07-09,20:40,Low,D08
MHCRIME007619,Cyber Crime,21.511451,80.221405,2022-08-26,04:59,Medium,D19
MHCRIME007620,Robbery,16.07951,74.188071,2025-01-12,02:27,High,D08
MHCRIME007621,Theft,22.033775,75.584308,2022-09-10,13:18,Very High,D09
MHCRIME007622,Vehicle Theft,15.848184,73.676147,2022-06-12,09:07,Medium,D01
MHCRIME007623,Murder,21.544731,75.533354,2025-06-11,22:33,High,D11
MHCRIME007624,Theft,21.851785,80.499661,2024-07-31,07:47,Medium,D33
MHCRIME007625,Assault,21.14059,80.034731,2024-02-12,14:36,Medium,D25
MHCRIME007626,Burglary,18.034823,73.617968,2024-05-05,05:18,Medium,D27
MHCRIME007627,Kidnapping,16.960193,80.814693,2025-01-30,04:35,Very High,D23
MHCRIME007628,Harassment,17.38836,79.365452,2022-07-24,23:28,Medium,D22
MHCRIME007629,Robbery,20.683027,76.18138,2025-04-19,19:19,Low,D04
MHCRIME007630,Cyber Crime,19.950844,75.724947,2025-05-31,03:10,Medium,D23
MHCRIME007631,Assault,16.934197,79.125792,2023-08-02,12:18,Very High,D07
MHCRIME007632,Vehicle Theft,19.752621,75.532972,2024-05-11,13:29,High,D13
MHCRIME007633,Vehicle Theft,20.057564,77.489784,2022-06-04,12:50,High,D04
MHCRIME007634,Harassment,21.739378,76.939784,2022-10-31,00:02,Medium,D22
MHCRIME007635,Theft,19.539239,76.117554,2022-03-23,12:23,High,D20
MHCRIME007636,Cyber Crime,18.27711,76.202101,2023-09-27,12:27,High,D31
MHCRIME007637,Harassment,20.873605,75.390284,2023-02-26,10:35,Very High,D25
MHCRIME007638,Fraud,16.303271,76.45391,2022-10-22,21:50,Low,D14
MHCRIME007639,Burglary,19.066862,77.820463,2024-05-22,01:12,Low,D28
MHCRIME007640,Robbery,18.325725,73.216393,2025-05-27,09:42,High,D27
MHCRIME007641,Burglary,15.693474,80.043024,2024-10-07,09:01,Very High,D07
MHCRIME007642,Theft,20.308681,75.068706,2022-05-16,03:46,Low,D07
MHCRIME007643,Assault,19.794,80.060307,2023-07-25,03:25,Very High,D13
MHCRIME007644,Assault,18.660813,77.785816,2025-11-03,07:25,High,D02
MHCRIME007645,Assault,21.169739,73.992834,2023-03-13,00:25,Medium,D11
MHCRIME007646,Murder,18.565564,72.718616,2024-07-23,02:41,Medium,D10
MHCRIME007647,Vehicle Theft,16.337633,76.977729,2022-07-21,06:47,Very High,D04
MHCRIME007648,Cyber Crime,19.144769,77.689128,2025-01-24,21:49,High,D29
MHCRIME007649,Kidnapping,21.839528,76.220433,2022-02-26,01:29,Low,D24
MHCRIME007650,Robbery,16.616814,74.630754,2024-07-11,02:25,Medium,D14
MHCRIME007651,Robbery,15.66767,79.686622,2024-12-01,13:26,Very High,D35
MHCRIME007652,Assault,17.73861,78.545605,2022-01-08,17:05,Low,D05
MHCRIME007653,Kidnapping,19.192021,79.14318,2025-03-14,15:58,Medium,D17
MHCRIME007654,Assault,19.587726,73.063397,2024-12-13,08:47,Medium,D11
MHCRIME007655,Robbery,21.684545,73.345072,2024-06-27,21:45,Low,D20
MHCRIME007656,Burglary,20.704145,77.771077,2024-07-17,20:28,High,D16
MHCRIME007657,Vehicle Theft,19.510679,78.956064,2025-09-07,21:49,High,D29
MHCRIME007658,Burglary,18.282403,77.98389,2025-08-24,01:07,Very High,D04
MHCRIME007659,Robbery,20.368801,76.465324,2025-08-02,03:46,High,D03
MHCRIME007660,Harassment,18.589959,78.246328,2024-08-28,05:01,Medium,D09
